1	9	0.0096
room0	9.40102	Client4 send message
room0	9.40204	Client 5 Received message from 4
room0	9.40204	Client 2 Received message from 4
room0	9.40204	Client 9 Received message from 4
room0	9.40204	Client 10 Received message from 4
room0	9.40204	Client 8 Received message from 4
room0	9.40204	Client 6 Received message from 4
room0	9.40204	Client 7 Received message from 4
room0	9.40204	Client 1 Received message from 4
room0	9.40204	Client 4 Received message from 4
1:1msg	9.50102	Client 8 send to Client9
1:1msg	9.50204	Client 9 Recevied 1:1 message from 8
1:1msg	9.60102	Client 5 send to Client9
1:1msg	9.60204	Client 9 Recevied 1:1 message from 5
room0	9.70102	Client6 send message
room0	9.70204	Client 5 Received message from 6
room0	9.70204	Client 2 Received message from 6
room0	9.70204	Client 9 Received message from 6
room0	9.70204	Client 10 Received message from 6
room0	9.70204	Client 7 Received message from 6
room0	9.70204	Client 4 Received message from 6
room0	9.70204	Client 1 Received message from 6
room0	9.70204	Client 6 Received message from 6
room0	9.70331	Client 8 Received message from 6
1:1msg	9.90102	Client 10 send to Client5
1:1msg	9.90204	Client 5 Recevied 1:1 message from 10
1	10	0.008
1:1msg	10.001	Client 1 send to Client11
1:1msg	10.002	Client 11 Recevied 1:1 message from 1
1:1msg	10.801	Client 9 send to Client10
1:1msg	10.802	Client 10 Recevied 1:1 message from 9
1	11	0.0032
1:1msg	11.001	Client 1 send to Client6
1:1msg	11.002	Client 6 Recevied 1:1 message from 1
1:1msg	11.201	Client 3 send to Client2
1:1msg	11.202	Client 2 Recevied 1:1 message from 3
1:1msg	11.401	Client 4 send to Client6
1:1msg	11.402	Client 6 Recevied 1:1 message from 4
1:1msg	11.501	Client 8 send to Client5
1:1msg	11.502	Client 5 Recevied 1:1 message from 8
1:1msg	11.601	Client 5 send to Client4
1:1msg	11.6033	Client 4 Recevied 1:1 message from 5
1:1msg	11.701	Client 6 send to Client7
1:1msg	11.702	Client 7 Recevied 1:1 message from 6
1:1msg	11.801	Client 9 send to Client3
1:1msg	11.802	Client 3 Recevied 1:1 message from 9
1:1msg	11.901	Client 10 send to Client9
1:1msg	11.902	Client 9 Recevied 1:1 message from 10
1	12	0.0128
1:1msg	12.001	Client 7 send to Client5
1:1msg	12.002	Client 5 Recevied 1:1 message from 7
room1	12.101	members: 4 5 7 2
room1	12.101	Client2 make new chatting room
room1	12.102	Client 4 invited
room1	12.102	Client 5 invited
room1	12.102	Client 7 invited
room1	12.102	Client 2 invited
1:1msg	12.201	Client 3 send to Client5
1:1msg	12.202	Client 5 Recevied 1:1 message from 3
1:1msg	12.301	Client 11 send to Client9
1:1msg	12.302	Client 9 Recevied 1:1 message from 11
room0	12.901	Client10 send message
room0	12.902	Client 5 Received message from 10
room0	12.902	Client 2 Received message from 10
room0	12.902	Client 9 Received message from 10
room0	12.902	Client 8 Received message from 10
room0	12.902	Client 6 Received message from 10
room0	12.902	Client 7 Received message from 10
room0	12.902	Client 4 Received message from 10
room0	12.902	Client 1 Received message from 10
room0	12.902	Client 10 Received message from 10
1	13	0.008
1:1msg	13.001	Client 1 send to Client10
1:1msg	13.002	Client 10 Recevied 1:1 message from 1
room1	13.101	Client2 send message
room1	13.102	Client 4 Received message from 2
room1	13.102	Client 5 Received message from 2
room1	13.102	Client 7 Received message from 2
room1	13.102	Client 2 Received message from 2
1:1msg	13.501	Client 8 send to Client11
1:1msg	13.502	Client 11 Recevied 1:1 message from 8
room1	13.601	Client5 send message
room1	13.602	Client 4 Received message from 5
room1	13.602	Client 7 Received message from 5
room1	13.602	Client 2 Received message from 5
room1	13.602	Client 5 Received message from 5
1:1msg	13.701	Client 6 send to Client5
1:1msg	13.702	Client 5 Recevied 1:1 message from 6
1:1msg	13.801	Client 9 send to Client6
1:1msg	13.802	Client 6 Recevied 1:1 message from 9
1	14	0.0096
1:1msg	14.301	Client 11 send to Client7
1:1msg	14.302	Client 7 Recevied 1:1 message from 11
1:1msg	14.401	Client 4 send to Client3
1:1msg	14.402	Client 3 Recevied 1:1 message from 4
1:1msg	14.901	Client 10 send to Client9
